시도,시군구,현재흡연율,고위험음주율,걷기실천율,비만율,우울감경험률,고혈압진단경험률,당뇨병진단경험률,미충족의료율,총인구,인구65세이상,고령인구비율,1인가구수,독거노인가구수,1인가구비율,독거노인비율,병의원수,종합병원수,총의사수,천명당병의원수,천명당의사수,십만명당종합병원수,건강축,인구축,접근성축,취약지수,클러스터
부산,부산진구,14.2,12.0,57.4,34.6,4.7,17.2,9.6,2.8,357521.5,80839.5,22.61,73424.0,20301.0,20.54,25.11,510,4,1455,1.426,4.07,1.119,-0.624,-0.086,-1.136,-0.615,2
부산,북구,12.2,12.1,49.7,34.8,5.1,19.3,11.2,8.6,269810.5,60825.5,22.54,37910.0,15973.0,14.05,26.26,193,2,423,0.715,1.568,0.741,-0.088,0.069,0.01,-0.003,2
부산,사상구,19.2,12.5,53.6,36.9,6.0,20.7,11.3,3.9,200011.5,47013.0,23.51,37200.0,12386.0,18.6,26.35,122,2,330,0.61,1.65,1.0,0.12,0.134,-0.02,0.078,1
부산,사하구,17.6,11.0,56.0,35.5,4.8,21.3,9.4,4.0,294109.0,70673.5,24.03,47771.0,17678.0,16.24,25.01,227,0,377,0.772,1.282,0.0,-0.26,-0.022,0.301,0.006,2
부산,서구,17.5,12.2,54.6,36.2,5.0,22.2,8.4,6.7,103128.0,29758.0,28.86,21181.0,8357.0,20.54,28.08,68,4,1267,0.659,12.286,3.879,-0.074,0.663,-2.956,-0.789,3
부산,수영구,12.4,11.3,62.1,31.6,6.1,17.5,7.6,3.1,172130.5,43080.5,25.03,34205.0,9915.0,19.87,23.02,157,3,426,0.912,2.475,1.743,-0.896,-0.241,-0.695,-0.611,2
부산,연제구,12.6,11.0,52.4,31.5,8.5,20.9,11.1,4.7,208487.0,47489.5,22.78,32878.0,11024.0,15.77,23.21,206,1,383,0.988,1.837,0.48,-0.137,-0.338,-0.156,-0.21,2
부산,영도구,19.7,12.7,50.2,36.3,6.1,20.3,10.2,5.9,104637.0,34076.5,32.57,20492.0,9641.0,19.58,28.29,76,2,142,0.726,1.357,1.911,0.157,0.894,-0.422,0.21,1
부산,중구,22.8,10.0,56.4,29.9,1.6,23.0,12.0,2.9,37777.0,11946.0,31.62,12056.0,3963.0,31.91,33.17,73,1,184,1.932,4.871,2.647,-0.247,1.514,-2.282,-0.338,1
부산,해운대구,11.9,9.1,59.4,33.7,7.7,19.4,10.2,4.2,376274.5,81217.5,21.58,51816.0,19223.0,13.77,23.67,393,2,1010,1.044,2.684,0.532,-0.476,-0.34,-0.363,-0.393,2
서울,강남구,9.4,6.5,64.5,21.7,7.4,18.5,6.7,3.5,543848.0,87401.5,16.07,79274.0,14616.0,14.58,16.72,2168,4,6020,3.986,11.069,0.735,-1.447,-1.596,-4.245,-2.429,3
서울,강동구,13.3,10.3,71.5,31.3,6.3,20.2,6.4,3.8,465095.0,85718.5,18.43,65601.0,16604.0,14.1,19.37,498,3,1655,1.071,3.558,0.645,-0.936,-1.103,-0.575,-0.871,2
서울,강북구,23.6,14.7,53.4,35.5,4.9,24.4,11.5,5.7,283738.5,69533.5,24.51,53705.0,17191.0,18.93,24.72,251,2,461,0.885,1.625,0.705,0.547,-0.036,-0.125,0.129,0
서울,강서구,14.9,10.8,71.2,27.8,7.9,19.6,8.9,3.2,556405.0,103954.0,18.68,106748.0,23386.0,19.19,22.5,514,4,1287,0.924,2.313,0.719,-0.714,-0.658,-0.277,-0.55,2
서울,관악구,16.5,11.5,68.8,33.0,9.6,23.4,9.3,6.0,476493.0,85987.5,18.05,153605.0,18862.0,32.24,21.94,370,1,642,0.777,1.347,0.21,-0.001,-0.77,0.203,-0.189,2
서울,광진구,14.5,11.3,73.2,32.0,6.3,19.6,7.4,2.7,331241.0,57467.0,17.35,72933.0,11148.0,22.02,19.4,319,2,904,0.963,2.729,0.604,-0.848,-1.157,-0.333,-0.779,2
서울,구로구,17.9,10.2,63.6,32.1,7.8,21.5,8.8,5.5,388260.0,79800.5,20.55,62632.0,15352.0,16.13,19.24,318,2,1083,0.819,2.789,0.515,-0.245,-1.005,-0.19,-0.48,2
서울,금천구,16.2,11.7,55.1,34.4,8.2,23.9,12.7,5.3,224927.5,45544.0,20.25,53858.0,10700.0,23.94,23.49,183,1,324,0.814,1.44,0.445,0.357,-0.437,0.066,-0.005,0
서울,노원구,13.3,7.2,69.6,30.5,6.9,21.6,8.4,3.2,492419.5,98003.0,19.9,67182.0,23808.0,13.64,24.29,408,3,1169,0.829,2.374,0.609,-0.84,-0.346,-0.166,-0.451,2
서울,도봉구,14.0,12.4,70.0,36.3,6.4,22.8,9.2,5.5,303151.0,71868.5,23.71,43347.0,15155.0,14.3,21.09,181,1,375,0.597,1.237,0.33,-0.23,-0.579,0.322,-0.162,2
서울,동대문구,16.4,11.0,69.2,29.6,6.5,21.2,8.0,2.3,337563.0,67644.0,20.04,72355.0,14633.0,21.43,21.63,313,4,1124,0.927,3.33,1.185,-0.698,-0.704,-0.631,-0.678,2
서울,동작구,10.5,12.5,70.4,28.1,9.4,18.6,6.9,7.5,374692.0,70905.5,18.92,75148.0,12954.0,20.06,18.27,306,2,1078,0.817,2.877,0.534,-0.696,-1.227,-0.211,-0.711,2
서울,마포구,14.5,11.4,67.3,27.6,9.3,21.9,8.9,7.5,359361.5,57963.0,16.13,73327.0,11101.0,20.4,19.15,448,0,728,1.247,2.026,0.0,-0.271,-1.258,-0.212,-0.58,2
서울,서대문구,19.5,10.3,63.8,28.8,7.1,19.8,9.2,11.4,301982.0,58176.0,19.26,56770.0,11506.0,18.8,19.78,218,2,1661,0.722,5.5,0.662,-0.111,-1.001,-0.619,-0.577,2
서울,서초구,10.8,6.8,72.6,23.8,4.8,18.6,7.2,3.4,403706.0,66172.0,16.39,49443.0,9309.0,12.25,14.07,987,2,2863,2.445,7.092,0.495,-1.536,-1.943,-2.228,-1.902,3
서울,성동구,13.6,7.4,72.7,29.8,5.6,23.3,9.8,2.9,273342.5,49709.0,18.19,48442.0,9647.0,17.72,19.41,260,2,761,0.951,2.784,0.732,-0.777,-1.11,-0.382,-0.756,2
서울,성북구,16.8,8.7,64.6,31.0,5.1,19.3,8.8,1.9,420760.5,81256.5,19.31,70230.0,15827.0,16.69,19.48,279,1,970,0.663,2.305,0.238,-0.833,-1.04,0.126,-0.582,2
서울,송파구,13.5,10.7,74.8,30.1,8.9,17.9,7.9,5.7,647641.5,110319.0,17.03,89720.0,17646.0,13.85,16.0,693,2,2771,1.07,4.279,0.309,-0.729,-1.643,-0.563,-0.978,2
서울,양천구,14.1,9.1,72.5,34.9,6.0,22.6,8.8,4.1,430963.5,77690.5,18.03,47886.0,15439.0,11.11,19.87,340,3,1002,0.789,2.325,0.696,-0.569,-1.056,-0.159,-0.595,2
서울,영등포구,13.0,8.7,72.0,30.0,7.4,20.6,8.2,5.1,371272.0,66597.5,17.94,79698.0,13338.0,21.47,20.03,451,7,1447,1.215,3.897,1.885,-0.773,-1.039,-1.235,-1.016,2
서울,용산구,15.1,5.5,73.7,23.0,2.6,19.8,8.3,0.8,205214.5,38280.0,18.65,40445.0,7441.0,19.71,19.44,171,1,621,0.833,3.026,0.487,-1.585,-1.081,-0.23,-0.965,2
서울,은평구,17.9,14.0,64.4,35.7,4.9,20.9,9.1,5.3,460813.5,95043.0,20.63,70568.0,19415.0,15.31,20.43,355,2,859,0.77,1.864,0.434,-0.18,-0.837,0.035,-0.327,2
서울,종로구,14.4,10.6,70.5,28.6,9.1,15.0,6.1,10.1,137094.5,28602.0,20.86,29779.0,6118.0,21.72,21.39,209,4,2407,1.524,17.557,2.918,-0.769,-0.693,-4.164,-1.875,3
서울,중구,16.7,10.4,66.8,26.9,3.6,18.8,8.7,1.2,119401.0,25590.5,21.43,28968.0,6187.0,24.26,24.18,322,1,957,2.697,8.015,0.838,-1.06,-0.278,-2.722,-1.353,3
서울,중랑구,20.4,9.7,77.7,34.2,6.2,24.2,9.7,2.5,378732.5,80736.5,21.32,69149.0,18803.0,18.26,23.29,289,3,720,0.763,1.901,0.792,-0.304,-0.406,-0.105,-0.272,2
세종,세종시,12.4,7.0,53.5,29.4,5.5,19.2,6.4,4.7,387775.5,43800.0,11.3,104678.0,16652.0,26.99,38.02,239,2,491,0.616,1.266,0.516,-1.032,1.076,0.229,0.091,2
울산,남구,20.1,10.6,53.3,36.4,6.3,20.8,8.2,7.6,304776.5,48988.0,16.07,46720.0,11026.0,15.33,22.51,323,3,689,1.06,2.261,0.984,0.005,-0.799,-0.483,-0.426,2
울산,동구,19.3,16.2,46.9,37.7,6.8,17.5,9.2,13.0,151124.0,26327.0,17.42,20543.0,5522.0,13.59,20.97,88,1,480,0.582,3.176,0.662,0.522,-0.938,-0.118,-0.178,2
울산,북구,15.8,14.5,49.3,39.6,4.3,18.0,8.6,6.6,216082.0,24377.0,11.28,21258.0,4841.0,9.84,19.86,87,2,182,0.403,0.842,0.926,-0.118,-1.424,0.313,-0.41,2
울산,울주군,18.7,13.1,59.5,40.5,8.8,22.6,10.0,7.1,218332.0,41525.5,19.02,28971.0,9074.0,13.27,21.85,87,1,119,0.398,0.545,0.458,0.479,-0.729,0.55,0.1,0
울산,중구,18.4,14.2,42.1,37.6,7.3,19.8,8.4,7.6,207218.5,40663.0,19.62,28801.0,9980.0,13.9,24.54,114,2,267,0.55,1.288,0.965,0.29,-0.327,0.103,0.022,0
인천,강화군,23.9,19.3,41.1,43.7,2.3,23.8,11.8,3.5,68908.5,26283.5,38.14,9578.0,5153.0,13.9,19.61,22,1,48,0.319,0.697,1.451,0.862,0.002,0.2,0.355,0
인천,계양구,18.4,14.3,62.0,35.8,3.3,22.4,10.0,5.0,278797.0,48905.5,17.54,37133.0,10819.0,13.32,22.12,179,2,460,0.642,1.65,0.717,-0.09,-0.773,0.065,-0.266,2
인천,남동구,15.4,13.4,57.2,33.6,4.8,19.7,8.3,4.7,486342.5,88123.0,18.12,71921.0,20997.0,14.79,23.83,385,2,1116,0.792,2.295,0.411,-0.432,-0.506,-0.045,-0.328,2
인천,동구,20.0,11.4,53.8,38.1,6.0,22.9,10.6,3.5,58633.5,15476.0,26.39,8653.0,3820.0,14.76,24.68,44,2,119,0.75,2.03,3.411,0.168,0.061,-1.141,-0.304,1
인천,미추홀구,21.8,11.6,55.8,39.9,7.3,26.2,12.9,15.8,406575.5,81844.5,20.13,68649.0,18891.0,16.88,23.08,261,2,620,0.642,1.525,0.492,1.246,-0.5,0.174,0.307,0
인천,부평구,17.9,12.6,56.3,38.3,5.6,22.7,9.3,9.4,491052.0,89792.5,18.29,67646.0,20219.0,13.78,22.52,356,3,984,0.725,2.004,0.611,0.253,-0.677,-0.02,-0.148,2
인천,서구,17.9,11.1,54.2,35.9,9.7,19.3,9.6,7.3,626775.0,80743.5,12.88,71412.0,15754.0,11.39,19.51,354,5,944,0.565,1.506,0.798,0.16,-1.385,0.12,-0.368,2
인천,연수구,12.4,8.2,53.2,29.2,5.7,22.6,10.3,3.3,394507.5,49632.0,12.58,40339.0,8949.0,10.23,18.03,277,2,542,0.702,1.374,0.507,-0.56,-1.605,0.144,-0.674,2
인천,옹진군,22.5,17.1,49.2,34.1,5.2,24.5,12.9,10.7,20110.0,6575.5,32.7,4793.0,1643.0,23.83,24.99,4,0,19,0.199,0.945,0.0,0.977,0.447,0.825,0.75,0
인천,중구,15.8,10.9,56.2,38.5,7.0,22.3,9.8,6.1,161956.0,25563.5,15.78,31408.0,5944.0,19.39,23.25,77,2,540,0.475,3.334,1.235,0.068,-0.713,-0.281,-0.309,2
전남,강진군,21.1,13.9,31.7,38.1,4.2,22.8,12.8,3.3,32393.5,12585.5,38.85,6527.0,3796.0,20.15,30.16,20,1,40,0.617,1.235,3.087,0.603,1.493,-0.773,0.441,1
전남,고흥군,17.7,11.9,45.6,32.8,2.5,21.7,9.5,6.7,60485.5,27248.5,45.05,13252.0,8455.0,21.91,31.03,35,1,65,0.579,1.075,1.653,-0.176,1.95,-0.154,0.54,1
전남,곡성군,16.2,12.1,39.7,35.7,2.5,19.1,10.6,11.1,26668.0,10661.0,39.98,5905.0,3086.0,22.14,28.95,14,0,24,0.525,0.9,0.0,0.082,1.388,0.566,0.679,1
전남,광양시,19.0,12.1,37.1,40.9,6.2,19.4,8.6,5.2,153368.5,24366.5,15.89,21398.0,5875.0,13.95,24.11,64,2,116,0.417,0.756,1.304,0.186,-0.589,0.168,-0.078,0
전남,구례군,19.2,13.4,58.8,34.7,2.8,19.7,11.6,5.8,24111.0,9349.5,38.78,4627.0,2609.0,19.19,27.91,12,0,17,0.498,0.705,0.0,-0.101,1.179,0.621,0.566,1
전남,나주시,18.9,9.1,37.6,36.4,4.2,18.4,10.1,4.6,116767.0,28657.5,24.54,21110.0,7656.0,18.08,26.72,68,2,128,0.582,1.096,1.713,-0.17,0.241,-0.184,-0.038,1
전남,담양군,15.2,9.3,42.1,42.2,4.2,20.0,7.6,5.4,44895.5,15619.0,34.79,7017.0,3654.0,15.63,23.39,25,0,32,0.557,0.713,0.0,-0.257,0.34,0.571,0.218,1
전남,목포시,17.0,11.5,47.1,38.2,4.5,25.6,11.4,7.8,211398.5,43403.0,20.53,37828.0,12704.0,17.89,29.27,153,5,450,0.724,2.129,2.365,0.434,0.374,-0.727,0.027,0
전남,무안군,14.6,12.0,39.6,38.2,4.2,18.8,10.8,3.9,91340.0,19275.5,21.1,14749.0,4690.0,16.15,24.33,50,1,83,0.547,0.909,1.095,-0.123,-0.275,0.118,-0.093,1
전남,보성군,18.2,13.5,48.9,35.2,8.6,21.3,12.0,4.1,37297.0,16084.5,43.13,7693.0,4857.0,20.63,30.2,23,0,38,0.617,1.019,0.0,0.388,1.731,0.471,0.863,1
전남,순천시,15.1,10.9,52.2,34.8,3.8,18.7,8.5,2.2,276661.5,51883.5,18.75,38970.0,12804.0,14.09,24.68,169,6,502,0.611,1.814,2.169,-0.674,-0.355,-0.505,-0.511,2
전남,신안군,21.0,10.6,42.6,43.4,3.8,27.8,10.8,5.8,38002.0,15087.5,39.7,7257.0,3735.0,19.1,24.76,13,0,16,0.342,0.421,0.0,0.663,0.796,0.796,0.752,0
전남,여수시,18.8,12.9,50.5,39.3,2.9,20.2,8.6,0.8,269059.0,62413.5,23.2,40319.0,14860.0,14.99,23.81,169,3,385,0.628,1.431,1.115,-0.343,-0.232,-0.043,-0.206,1
전남,영광군,25.0,12.3,55.5,39.6,5.4,15.4,11.0,3.1,51825.0,16464.0,31.77,8929.0,4494.0,17.23,27.3,37,2,74,0.714,1.428,3.859,0.017,0.714,-1.187,-0.152,1
전남,영암군,25.9,14.0,46.4,40.3,6.3,24.6,12.4,0.7,51750.0,15452.0,29.86,10852.0,4406.0,20.97,28.51,26,0,37,0.502,0.715,0.0,0.755,0.777,0.616,0.716,0
전남,완도군,21.8,14.9,50.8,42.7,5.4,19.7,9.3,5.3,46019.0,16911.5,36.75,8386.0,4580.0,18.22,27.08,22,0,30,0.478,0.652,0.0,0.336,0.955,0.646,0.646,1
전남,장성군,15.3,12.3,26.6,45.2,6.1,24.2,10.5,1.9,42201.5,14288.5,33.86,6433.0,3306.0,15.24,23.14,18,0,38,0.427,0.9,0.0,0.529,0.255,0.646,0.477,0
전남,장흥군,22.8,11.2,47.4,41.7,3.4,19.0,10.6,1.0,34648.0,13361.5,38.56,6894.0,4104.0,19.9,30.72,25,1,43,0.722,1.241,2.886,-0.036,1.554,-0.781,0.246,1
전남,진도군,13.5,16.7,50.7,41.5,4.6,23.8,11.9,0.6,28656.0,10698.0,37.33,5804.0,3287.0,20.25,30.73,18,0,24,0.628,0.838,0.0,0.228,1.488,0.492,0.736,1
전남,함평군,19.7,12.5,59.2,32.1,4.2,20.3,11.2,6.4,30235.0,12361.0,40.88,5688.0,3453.0,18.81,27.93,15,0,33,0.496,1.091,0.0,-0.089,1.296,0.558,0.588,1
전남,해남군,27.4,13.2,44.1,36.6,6.8,20.3,8.8,7.1,63716.5,23508.0,36.89,11640.0,6616.0,18.27,28.14,43,2,94,0.675,1.475,3.139,0.519,1.108,-0.881,0.249,1
전남,화순군,15.6,11.3,38.5,35.4,3.3,20.2,12.3,4.6,60827.0,18452.0,30.34,10216.0,5398.0,16.8,29.25,37,1,287,0.608,4.718,1.644,-0.026,0.905,-0.78,0.033,1
전북,고창군,16.3,8.2,47.5,42.1,6.1,21.7,15.0,7.0,51208.0,20006.5,39.07,9685.0,5688.0,18.91,28.43,29,1,60,0.566,1.172,1.953,0.523,1.267,-0.277,0.504,1
전북,군산시,21.1,15.1,50.2,37.5,5.0,22.7,12.4,6.6,258179.0,58098.5,22.5,44562.0,14844.0,17.26,25.55,177,2,338,0.686,1.309,0.775,0.6,-0.031,0.063,0.211,0
전북,김제시,21.6,12.4,44.4,39.5,5.0,25.3,12.1,7.6,80837.5,28212.5,34.9,14314.0,7674.0,17.71,27.2,54,0,74,0.668,0.915,0.0,0.768,0.871,0.447,0.695,0
전북,남원시,16.6,15.7,47.4,34.4,4.9,22.7,8.5,4.6,76043.5,24456.5,32.16,13482.0,6646.0,17.73,27.17,59,1,103,0.776,1.354,1.315,0.008,0.717,-0.229,0.165,1
전북,무주군,18.4,10.0,36.6,37.5,3.6,20.5,10.1,2.5,23102.0,8643.0,37.41,4328.0,2335.0,18.73,27.02,9,0,10,0.39,0.433,0.0,-0.134,0.982,0.754,0.534,1
전북,부안군,19.0,15.1,30.4,44.8,3.4,22.8,10.3,1.7,48426.0,18379.5,37.95,8848.0,5094.0,18.27,27.72,28,1,48,0.578,0.991,2.065,0.47,1.108,-0.301,0.426,1
전북,순창군,21.6,14.1,39.4,29.9,2.2,23.1,10.4,1.5,26742.0,9939.0,37.17,4489.0,2625.0,16.79,26.41,16,0,16,0.598,0.598,0.0,-0.067,0.885,0.557,0.458,1
전북,완주군,18.5,11.3,33.4,35.7,2.4,19.0,7.7,2.7,98344.0,24684.0,25.1,17360.0,5631.0,17.65,22.81,54,0,64,0.549,0.651,0.0,-0.417,-0.267,0.588,-0.032,1
전북,익산시,17.9,10.8,41.2,39.3,8.2,19.5,10.7,7.1,267951.0,63218.0,23.59,46643.0,15980.0,17.41,25.28,188,2,570,0.702,2.127,0.746,0.378,-0.009,-0.075,0.098,0
전북,임실군,19.3,14.7,35.1,34.4,6.2,18.8,8.1,8.4,25718.5,10479.0,40.74,4852.0,2740.0,18.87,26.15,14,0,16,0.544,0.622,0.0,0.224,1.044,0.597,0.622,1
전북,장수군,13.4,7.6,42.1,33.8,4.4,21.9,9.9,14.4,20795.0,8131.0,39.1,3652.0,2096.0,17.56,25.78,7,0,7,0.337,0.337,0.0,0.052,0.904,0.814,0.59,1
전북,전주시,12.6,7.0,50.7,24.4,6.6,17.8,6.2,6.1,637503.5,114364.0,17.94,105982.0,28203.0,16.62,24.66,571,5,1730,0.896,2.714,0.784,-1.089,-0.401,-0.346,-0.612,2
전북,정읍시,16.7,15.1,50.7,37.8,7.5,21.7,14.7,9.8,102525.0,32204.5,31.41,18501.0,9054.0,18.05,28.11,79,2,138,0.771,1.346,1.951,0.876,0.806,-0.473,0.403,0
전북,진안군,17.1,13.6,40.9,37.1,8.5,21.3,10.1,5.1,24261.0,9569.0,39.44,4287.0,2415.0,17.67,25.24,12,0,25,0.495,1.03,0.0,0.385,0.848,0.569,0.601,0
제주,서귀포시,20.0,14.3,44.2,37.3,4.5,23.2,9.1,10.7,181773.0,40675.5,22.38,26312.0,8272.0,14.48,20.34,129,1,212,0.71,1.166,0.55,0.505,-0.754,0.155,-0.031,0
제주,제주시,16.4,11.4,51.7,37.1,3.4,19.5,8.1,3.5,487278.0,82558.0,16.94,68668.0,16897.0,14.09,20.47,392,5,965,0.804,1.98,1.026,-0.492,-1.032,-0.243,-0.589,2
충남,계룡시,12.1,13.0,40.8,33.3,2.1,22.7,9.1,2.3,46495.5,6755.0,14.53,5379.0,1564.0,11.57,23.15,24,0,30,0.516,0.645,0.0,-0.465,-0.795,0.616,-0.215,2
충남,공주시,24.3,12.1,45.1,32.8,6.0,24.2,10.1,5.5,101384.5,31064.5,30.64,19782.0,7353.0,19.51,23.67,64,1,102,0.631,1.006,0.986,0.411,0.153,0.076,0.213,0
충남,금산군,23.2,13.6,48.0,31.8,6.8,21.0,9.0,3.1,49698.0,17771.5,35.76,9380.0,4378.0,18.87,24.63,35,0,42,0.704,0.845,0.0,0.078,0.564,0.429,0.357,1
충남,논산시,19.6,9.9,43.9,29.4,3.9,21.4,8.3,6.8,109171.5,33987.0,31.13,19515.0,8578.0,17.88,25.24,76,1,166,0.696,1.521,0.916,-0.291,0.396,-0.036,0.023,1
충남,당진시,21.8,15.7,41.7,41.7,5.7,27.3,11.4,4.3,170635.5,36012.0,21.1,30221.0,8535.0,17.71,23.7,87,1,151,0.51,0.885,0.586,0.954,-0.362,0.352,0.315,0
충남,보령시,20.6,12.1,34.7,41.2,5.4,25.7,10.2,5.1,94523.5,28952.5,30.63,16573.0,7409.0,17.53,25.59,61,1,90,0.645,0.952,1.058,0.658,0.417,0.045,0.373,0
충남,부여군,15.0,10.9,46.1,38.5,5.3,21.0,8.8,4.0,60168.0,24243.5,40.29,10405.0,6144.0,17.29,25.34,31,0,39,0.515,0.648,0.0,-0.193,0.908,0.616,0.444,1
충남,서산시,19.4,11.9,43.6,33.4,8.6,26.0,10.3,4.7,174775.5,37652.0,21.54,28426.0,8688.0,16.26,23.07,89,2,195,0.509,1.116,1.144,0.492,-0.424,0.096,0.055,0
충남,서천군,18.8,11.1,34.1,39.4,3.0,26.6,11.5,6.4,48515.5,20082.5,41.39,8832.0,5285.0,18.2,26.32,29,0,35,0.598,0.721,0.0,0.557,1.102,0.536,0.732,0
충남,아산시,20.2,13.4,54.9,39.8,12.2,25.3,10.1,6.9,349298.5,51165.0,14.65,57275.0,12605.0,16.4,24.64,180,1,409,0.515,1.171,0.286,0.922,-0.583,0.417,0.252,0
충남,예산군,16.6,12.3,47.5,39.6,6.7,21.8,10.9,5.0,78321.5,27128.0,34.64,13540.0,6585.0,17.29,24.27,43,1,70,0.549,0.894,1.277,0.278,0.453,0.048,0.26,0
충남,천안시,20.3,12.7,59.7,37.3,6.3,22.2,9.7,4.7,655428.0,88898.5,13.56,114352.0,20166.0,17.45,22.68,410,4,1512,0.626,2.307,0.61,0.117,-0.912,0.011,-0.261,2
충남,청양군,24.0,16.0,47.0,41.6,1.2,22.0,6.8,2.4,29838.0,11926.5,39.97,5299.0,2950.0,17.76,24.73,9,0,9,0.302,0.302,0.0,-0.002,0.806,0.848,0.551,1
충남,태안군,17.6,10.3,42.2,33.3,8.5,27.1,9.2,9.3,60228.5,22056.0,36.62,11729.0,5430.0,19.47,24.62,27,0,30,0.448,0.498,0.0,0.537,0.609,0.696,0.614,0
충남,홍성군,17.3,14.3,51.3,36.9,5.6,25.5,10.2,6.3,98129.5,26505.0,27.01,17415.0,6569.0,17.75,24.78,52,1,111,0.53,1.131,1.019,0.39,0.108,0.125,0.208,0
충북,괴산군,23.1,21.6,49.4,40.4,6.0,27.1,12.2,7.3,36341.5,14741.5,40.56,7900.0,3775.0,21.74,25.61,10,0,28,0.275,0.77,0.0,1.347,0.96,0.792,1.033,0
충북,단양군,16.7,9.7,27.9,40.5,8.7,27.5,11.9,3.5,27467.0,10267.5,37.38,5365.0,2801.0,19.53,27.28,7,0,7,0.255,0.255,0.0,0.822,1.016,0.894,0.911,0
충북,보은군,15.1,13.8,20.5,41.1,6.8,22.2,10.5,9.5,30698.0,12349.5,40.23,5528.0,3274.0,18.01,26.51,14,0,22,0.456,0.717,0.0,0.825,1.065,0.653,0.848,0
충북,영동군,20.0,14.3,47.5,40.1,3.6,26.1,11.6,5.1,43746.0,16375.5,37.43,8397.0,4338.0,19.19,26.49,26,0,39,0.594,0.892,0.0,0.578,0.91,0.511,0.666,0
충북,옥천군,18.1,7.0,52.0,35.7,4.5,22.7,11.4,1.1,48437.5,16917.5,34.93,7623.0,4151.0,15.74,24.54,29,1,48,0.599,0.991,2.065,-0.295,0.506,-0.318,-0.036,1
충북,음성군,22.8,14.4,33.7,37.6,8.0,21.7,10.1,3.6,90834.0,23335.5,25.69,17950.0,5682.0,19.76,24.35,48,1,91,0.528,1.002,1.101,0.638,-0.023,0.116,0.244,0
충북,제천시,20.2,17.6,45.7,37.1,7.5,22.9,11.0,8.4,129035.5,34480.5,26.72,23101.0,8959.0,17.9,25.98,86,2,152,0.666,1.178,1.55,0.855,0.258,-0.202,0.304,0
충북,증평군,19.6,16.9,41.3,33.9,6.7,25.0,10.5,5.5,37212.0,7849.0,21.09,6876.0,2088.0,18.48,26.6,23,0,23,0.618,0.618,0.0,0.643,0.037,0.537,0.406,0
충북,진천군,19.7,16.2,33.2,39.9,7.0,23.7,9.7,6.7,86165.0,16323.5,18.94,14658.0,3812.0,17.01,23.35,44,1,76,0.511,0.882,1.161,0.822,-0.527,0.126,0.14,0
충북,청주시,19.6,14.6,50.6,32.2,5.3,20.0,9.1,5.3,850902.0,138359.5,16.26,147442.0,33455.0,17.33,24.18,574,7,1591,0.675,1.87,0.823,-0.061,-0.559,-0.04,-0.22,2
충북,충주시,17.7,11.7,35.4,35.4,6.0,24.1,8.9,7.1,206876.0,49191.0,23.78,39350.0,12044.0,19.02,24.48,130,2,266,0.628,1.286,0.967,0.31,-0.109,0.039,0.08,0
